"sampleID","read_count","g_Acidaminococcus","g_Acinetobacter","g_Actinobaculum","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Aeromonas","g_Agrobacterium","g_Alistipes","g_Alloiococcus","g_Alloprevotella","g_Alloscardovia","g_Anaerococcus","g_Anaeroglobus","g_Anoxybacillus","g_Aquabacterium","g_Arcanobacterium","g_Arthrobacter","Atopobium_deltae","Atopobium_minutum","g_Bacillus","g_Bacteroides","g_Barnesiella","g_Bifidobacterium","g_Bilophila","g_Blautia","g_Bradyrhizobium","g_Brevibacterium","g_Bulleidia","g_Burkholderia","g_Butyricimonas","g_Campylobacter","g_Capnocytophaga","g_Cardiobacterium","g_Catonella","g_Chlamydia","g_Chryseobacterium","g_Citrobacter","g_Cloacibacterium","BVAB2","BVAB1","g_Clostridioides","g_Clostridium","g_Collinsella","g_Comamonas","g_Corynebacterium","g_Criibacterium","g_Cronobacter","g_Curtobacterium","g_Cutibacterium","g_Dakarella","g_Delftia","g_Dermabacter","g_Desulfovibrio","g_Dialister","g_Dorea","g_Eggerthella","g_Eggerthia","g_Eikenella","g_Enterobacter","g_Enterococcus","g_Eremococcus","g_Erwinia","g_Erysipelatoclostridium","g_Escherichia","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Fannyhessea","g_Fenollaria","g_Filifactor","g_Finegoldia","g_Fusobacterium","Gardnerella_vaginalis","g_Gemella","g_Geobacillus","g_Gleimia","g_Globicatella","g_Granulicatella","g_Haemophilus","g_Hafnia","g_Herbaspirillum","g_Janibacter","g_Janthinobacterium","g_Jonquetella","g_Klebsiella","g_Lachnoanaerobaculum","g_Lachnoclostridium","g_Lachnospira","g_Lactiplantibacillus","Lactobacillus_acidophilus","Lactobacillus_amylovorus","Lactobacillus_casei","Lactobacillus_coleohominis","Lactobacillus_crispatus","Lactobacillus_curvatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_helveticus","Lactobacillus_iners","Lactobacillus_jensenii","Lactobacillus_johnsonii","Lactobacillus_kefiranofaciens","Lactobacillus_kitasatonis","Lactobacillus_mucosae","Lactobacillus_mulieris","Lactobacillus_reuteri","Lactobacillus_rhamnosus","Lactobacillus_ruminis","Lactobacillus_vaginalis","g_Lactococcus","g_Lancefieldella","g_Leptotrichia","g_Leuconostoc","g_Ligilactobacillus","g_Limosilactobacillus","g_Listeria","g_Mageeibacillus","g_Massilia","g_Megasphaera","g_Methylobacterium","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moraxella","g_Morganella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Odoribacter","g_Olegusella","g_Oligella","g_Olsenella","g_Pantoea","g_Parabacteroides","g_Paraburkholderia","g_Paracoccus","g_Parvimonas","g_Pauljensenia","g_Pectobacterium","g_Pediococcus","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phocaeicola","g_Photobacterium","g_Porphyromonas","Prevotella_amnii","Prevotella_baroniae","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccae","Prevotella_buccalis","Prevotella_colorans","Prevotella_copri","Prevotella_corporis","Prevotella_dentalis","Prevotella_denticola","Prevotella_disiens","Prevotella_histicola","Prevotella_intermedia","Prevotella_lascolaii","Prevotella_loescheii","Prevotella_marshii","Prevotella_melaninogenica","Prevotella_micans","Prevotella_nigrescens","Prevotella_oralis","Prevotella_oris","Prevotella_pleuritidis","Prevotella_ruminicola","Prevotella_shahii","Prevotella_stercorea","Prevotella_timonensis","Prevotella_veroralis","g_Propionimicrobium","g_Pseudoflavonifractor","g_Pseudoglutamicibacter","g_Pseudomonas","g_Psychrobacter","g_Rahnella","g_Ralstonia","g_Raoultella","g_Rhodococcus","g_Roseburia","g_Rothia","g_Ruminococcus","g_Sanguibacter","g_Schaalia","g_Serratia","g_Shigella","g_Slackia","Sneathia_amnii","Sneathia_sanguinegens","g_Solobacterium","g_Sphingobium","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Sutterella","g_Tannerella","g_Treponema","g_Trueperella","g_Ureaplasma","g_Urinicoccus","g_Vaginella","g_Varibaculum","g_Variovorax","g_Veillonella","g_Weissella","g_Winkia","g_Xanthomonas","g_Eubacterium","I.A_sim","I.B_sim","II_sim","III.A_sim","III.B_sim","IV.A_sim","IV.B_sim","IV.C0_sim","IV.C1_sim","IV.C2_sim","IV.C3_sim","IV.C4_sim","V_sim","subCST","score","CST"
"subject_98_day_32",2582052,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,458,0,0,22,0,98,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,439,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502655,0,0,0,0,62691,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4294,0,0,3419,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,16,0,0,0,0,0,0,590,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,3764,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,33,451,0,119,0,0,0,0,0,0,0,17,0,30,0,93,0,0,0.99928008617699,0.909948965017947,0.00535486651855278,0.0142815671347051,0.111773140022403,0.00252522186334022,0.0124168186750657,0.042688339399029,0.00668473800256397,0.0266931488085303,0.00252034918500811,0.00936039676548951,0.0311128259992611,"I-A",0.99928008617699,"I"
"subject_98_day_13",725251,0,0,0,0,0,54,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,128,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0,0,0,26,0,142,0,3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137055,0,0,0,0,556366,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,12952,0,0,5448,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,19,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,5885,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,66,139,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1359655233247,0.190200658588035,0.0485851675825851,0.925573632136682,0.927599605081717,0.0601088834988142,0.132397431536715,0.100020399802004,0.0194192838550415,0.0185396182515919,0.00161690826923687,0.131798802328297,0.259014408345294,"III-B",0.927599605081717,"III"
"subject_98_day_17",1602457,0,0,0,0,0,138,0,0,0,0,0,0,154,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,1431,0,27,0,0,55,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,469,0,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332626,0,0,0,0,1234713,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,7384,0,0,7342,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,60,0,0,0,0,0,0,1344,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,7967,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,54,738,22,0,0,0,0,0,0,0,0,28,0,17,0,0,0,0,0.149716931947698,0.204498606287116,0.0480720445739012,0.918601250714356,0.921096950799719,0.058505007688338,0.129138986892651,0.099609229286889,0.019369275078614,0.0190134975645348,0.00166347201524354,0.13065588604063,0.256990557394982,"III-B",0.921096950799719,"III"
"subject_98_day_4",1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742014898879081,0.851856620177704,0.00445033614285333,0.0014852092386844,0.101392461207892,0.00167699896582542,0.0121456890486782,0.0621786761482009,0.00704168013720752,0.121068311955846,0.00434056116560438,0.0307644392830089,0.0276663671305336,"I-B",0.851856620177704,"I"
"subject_98_day_26",3715820,0,13,0,35,0,97,0,0,23,0,0,0,400,0,0,0,0,0,0,40,0,259,0,56,0,110,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,6016,0,0,0,760,0,46,18,0,104,59,0,0,0,0,0,0,0,0,1159,0,35,259,0,20,0,1713,19,2071,0,0,0,0,0,33,0,0,0,46,0,0,0,0,0,0,0,0,0,27,2766651,0,0,0,0,865093,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,36483,0,0,11928,0,0,271,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,717,323,210,0,23,0,0,34,2412,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,19,0,0,0,0,1811,0,0,0,0,13526,0,0,158,0,0,48,0,173,0,13,0,0,0,0,0,0,63,524,59,397,0,0,0,0,0,0,0,201,0,126,0,0,0,487,0.879473576373542,0.942507602057584,0.0184858308521511,0.174932062126986,0.303135579528506,0.0189662937860233,0.0478663081162516,0.075597997056595,0.0118008212168126,0.0304198463284862,0.00285072578681433,0.0442144422567829,0.0961132260268397,"I-B",0.942507602057584,"I"
"subject_158_day_28",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997986054972997,0.890806234806954,0.0041931207982288,0.00159183827461929,0.0968888814177382,0.00124357336273221,0.00960358146681611,0.0396295956031197,0.00615788604667899,0.0260880253387723,0.002453864570181,0.00644497651882607,0.0257021024767253,"I-A",0.997986054972997,"I"
"subject_98_day_12",626284,0,0,0,0,0,59,0,0,0,0,0,0,142,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,32,0,32,0,0,190,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,497,0,230,0,12221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88861,0,0,0,0,490842,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,7636,0,0,6436,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,127,0,0,169,0,0,55,4501,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,7454,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,46,366,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987793688657593,0.149753710657359,0.0500366606864889,0.95136137718587,0.929615924647469,0.0644005324820604,0.140716246834111,0.0985334455238251,0.0195828734017561,0.0171733940827666,0.00165027701095513,0.133839911814398,0.261302349155634,"III-A",0.95136137718587,"III"
"subject_98_day_23",3439953,0,0,0,0,0,233,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,22,0,26,0,0,13,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,93,0,7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649968,0,0,0,0,2747085,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,16729,0,0,7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,25,0,0,0,0,0,0,441,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,8213,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,64,98,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131342288298193,0.183214299719488,0.0480502651599862,0.938217416375772,0.91172301447827,0.057920850220487,0.127423826429781,0.0959409652138875,0.0192050256506152,0.0181439271852346,0.0015486153079434,0.129548368423992,0.255390832215346,"III-A",0.938217416375772,"III"
"subject_98_day_10",706693,0,0,0,0,0,38,0,0,0,0,0,0,160,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,62,0,0,0,0,265,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,23,0,369,0,54501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246057,0,0,0,0,374601,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3781,0,0,3160,0,0,42,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7207,269,0,0,48,22,0,155,6266,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,0,0,0,0,3489,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,43,103,22,800,0,0,0,0,0,0,0,30,0,43,0,0,0,0,0.339446732906318,0.439120257835875,0.0509129985707694,0.643222509094526,0.864207428283538,0.0867466632132995,0.192036165316214,0.134459352631391,0.0220027819181021,0.0269889643304866,0.00296688049941125,0.127415812289194,0.248789016482387,"III-B",0.864207428283538,"III"
"subject_120_day_28",10357041,74,171,0,913,164,14667,0,0,0,0,74,0,19096,0,0,0,0,0,4655,15850,28,906,0,39,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,47143,590,257,0,0,0,354,359,0,0,1338,0,40,0,0,37024,193,0,51,0,0,18,0,0,0,1559,213,0,625,155795,7889,0,3755,261,2149124,232,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,24,177,51431,406,0,176,4809,0,23,0,1343,0,48,0,680,70,0,359,0,0,0,0,75,0,0,0,1392,1015907,94070,0,0,46838,34604,44,4493,3957932,8716,6580,69704,513,21178,169,61,616415,98,7733,0,0,0,541,0,468,0,498,0,0,164,0,410704,1764,0,0,0,20702,0,0,26,0,0,0,0,114,0,449,0,0,112,1398783,11722,117,49,292,55,978,691,5875,0,0,6095,97,0,611,0,85337,0,95,0,0,0.000469201848041767,0.00686745688654298,0.028577675344553,0.00254944494247297,0.0354600949166476,0.125406601442029,0.256993764146538,0.121903153020205,0.0116201391591513,0.00607077121325879,0.0136312176817145,0.0249321990504001,0.028997163604944,"IV-B",0.256993764146538,"IV-B"
"subject_164_day_22",1262991,0,0,0,0,0,1750,0,0,0,0,0,15,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506,0,0,0,17,103,0,0,0,0,364,0,0,0,0,0,31,0,0,23,0,0,0,0,0,0,0,0,0,1108,0,0,0,43,0,0,240,0,479909,1322,0,0,0,0,14866,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,483688,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,114,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,35,0,0,0,0,7199,0,26,0,169,347,0,0,54099,0,77,0,0,20,0,0,228,0,45,0,0,18,4243,0,0,179,20,0,0,0,0,912,59,0,0,0,3083,0,0,0,0,0,0,55,0,0,0,0,0,0,57,21666,0,42,310,0,7888,0,0,0,0,41447,0,0,0,0,126209,0,0,0,0,0.0018956789715927,0.0365564588231687,0.0768339174011907,0.45192710033862,0.620178977812658,0.25797142364401,0.615348708957915,0.128241244653899,0.0315637416212577,0.0156245105227209,0.00449270548361794,0.131813625615388,0.233311037876858,"III-B",0.620178977812658,"III"
"subject_75_day_21",2275426,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,421,0,33,0,0,0,0,0,0,0,0,40,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,358,0,0,12803,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13247,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,69,501,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998869093224183,0.89768015895385,0.00421454242331827,0.00159406258527593,0.0974873209642434,0.0012557688194827,0.00969774449280414,0.0401335367790884,0.0061893742731672,0.0262350101310074,0.00247296267800425,0.00658235210678174,0.0258690751672455,"I-A",0.998869093224183,"I"
"subject_75_day_28",2179442,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,73,0,25,0,0,0,0,0,0,0,0,62,0,0,0,967,21,0,16,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2168820,0,0,0,0,0,0,0,0,0,0,0,21,0,0,505,0,0,0,0,0,1025,0,0,3069,0,0,63,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,39,371,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998372922219351,0.893390381915545,0.0042016911061448,0.00159296338950061,0.0971135092465573,0.0012483162701777,0.00963890357483433,0.0398192836274899,0.00617099570091132,0.026157541570521,0.00246399160142916,0.00653151722399452,0.0257648389706764,"I-A",0.998372922219351,"I"
"subject_75_day_25",14433643,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,165,0,13,19,0,0,0,0,0,0,0,2392,0,0,0,2632,38,0,27,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,14392887,0,0,0,0,0,0,0,0,0,0,0,179,0,0,4069,0,0,0,0,0,11134,312,0,2516,0,0,95,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,44,0,0,0,0,0,0,0,16,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8020,0,0,65,0,0,0,0,0,0,0,0,4423,0,0,0,0,36,1580,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998217889024599,0.892308079608976,0.00419812917112187,0.00159252810777879,0.0970192778958627,0.0012463406971462,0.00962399009882003,0.0397410632865216,0.00616588657438755,0.0262005090298769,0.00246045016792066,0.00650199120714809,0.0257384831897707,"I-A",0.998217889024599,"I"
"subject_75_day_30",3390904,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,0,0,154,0,28,59,0,0,0,0,0,0,0,41,0,0,0,797,0,0,24,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3371863,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1909,0,0,0,0,0,4137,0,0,3376,0,0,46,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,0,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2201,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.998430231855047,0.893789994653222,0.00420389003319824,0.0015939946153803,0.097150180117557,0.00124917757780553,0.00964463956322166,0.0398535526826592,0.00617789584025722,0.0261718273491243,0.00247943310336758,0.00672549076166621,0.0257751871725204,"I-A",0.998430231855047,"I"
"subject_75_day_20",1406706,0,35,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,207,0,19,0,0,0,0,0,0,0,0,31,0,0,0,989,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,465,0,0,6398,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6557,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,29,176,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998761885417489,0.896585461452363,0.00421103612198585,0.00159363070393063,0.0973911703036938,0.0012538239079428,0.00968253952483453,0.0400509800285291,0.0061839159738253,0.0262150242176258,0.00246812021839084,0.00653618408447826,0.0258421828534423,"I-A",0.998761885417489,"I"
"subject_75_day_29",1400939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,67,0,0,0,0,0,0,0,0,0,0,34,0,0,0,582,0,0,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,484,0,0,1887,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,18,126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998321016884356,0.893024427319806,0.00420026111969649,0.00159266712743195,0.0970813093953083,0.00124750330351932,0.00963365856092564,0.039790951029109,0.0061684844585107,0.0261454296576492,0.00246077092397334,0.00649676270240307,0.0257557624965955,"I-A",0.998321016884356,"I"
"subject_75_day_22",2441114,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,44,0,33,0,0,0,0,0,0,0,0,58,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,357,14,0,4149,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4666,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,32,282,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998353891298593,0.893265378997476,0.00420090103510357,0.00159274599633125,0.0971021890558043,0.00124791014535235,0.00963688411598852,0.0398078624550958,0.00616961689145272,0.0261503076032684,0.00246187015678405,0.006508553678455,0.0257615461482403,"I-A",0.998353891298593,"I"
"subject_75_day_26",2506481,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,71,0,15,17,0,0,0,0,0,0,0,39,0,0,0,740,24,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2497850,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1003,0,0,0,0,0,2041,0,0,1584,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,22,344,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998266414944763,0.892636586691625,0.0041994476160736,0.00159272978849037,0.0970481386479848,0.00124694567642649,0.00962867570984583,0.0397649707227186,0.00616759308220198,0.0261351774400645,0.00246181413472343,0.00651291635716145,0.0257466876525916,"I-A",0.998266414944763,"I"
"subject_75_day_27",962666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,120,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,801,14,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998502101126786,0.89434021320079,0.00420420254602326,0.00159303454601152,0.0971953712327191,0.00124982726815902,0.00965149441803242,0.0398869308171334,0.00617430330193171,0.0262193292765886,0.00246394148350933,0.00651664973356838,0.025787498599295,"I-A",0.998502101126786,"I"
